ID;null
137604;v750091729warg-01;11078.25
137602;v750091723warg-01;8988.00
137601;v750091720warg-01;33754.25
137600;v750091713warg-01;9588.00
137599;v750091701warg-01;8704.65
137598;v750091698warg-01;8988.00
137596;v750091694warg-01;9248.20
137593;v750091688warg-01;10185.66
137590;v750091662warg-01;12793.15
137588;v750091651warg-01;21099.50
137586;v750091644warg-01;9538.10
137585;v750091638warg-01;10388.00
137592;v750091632warg-01;8988.00
137583;v750091628warg-01;9538.10
137581;v750091617warg-01;9880.20
137574;v750091594warg-01;9578.10
137572;v750091587warg-01;11254.10
137565;v750091534warg-01;19832.35
137561;v750091529warg-01;16888.30
137563;v750091526warg-01;9888.00
137571;v750091517warg-01;13558.15
137578;v750091514warg-01;34539.15
137560;v750091510warg-01;8008.10
137558;v750091502warg-01;9208.20
137557;v750091499warg-01;32850.72
137573;v750091489warg-01;9208.20
137554;v750091477warg-01;9538.10
137550;v750091467warg-01;16738.10
137548;v750091457warg-01;7752.15
137545;v750091416warg-01;16888.30
137542;v750091408warg-01;9248.20
137540;v750091381warg-01;2678.15
137536;v750091370warg-01;27189.84
137535;v750091364warg-01;41564.10
137533;v750091353warg-01;30407.04
137531;v750091349warg-01;11729.10
137526;v750091322warg-01;18878.25
137525;v750091319warg-01;8988.00
137524;v750091312warg-01;16928.30
137522;v750091302warg-01;10098.36
137520;v750091292warg-01;8988.00
137518;v750091286warg-01;15068.10
137517;v750091266warg-01;16057.30
137516;v750091250warg-01;11688.15
137515;v750091237warg-01;11251.25
137514;v750091230warg-01;7653.15
137513;v750091218warg-01;8988.00
137512;v750091215warg-01;10039.15
137511;v750091210warg-01;8988.00
137509;v750091201warg-01;14578.15
137507;v750091193warg-01;10410.15
137505;v750091187warg-01;19288.20
137503;v750091180warg-01;14578.15
137506;v750091176warg-01;14538.15
137501;v750091167warg-01;10448.20
137492;v750091094warg-01;9558.24
137490;v750091079warg-01;9395.46
137489;v750091073warg-01;8990.20
137488;v750091050warg-01;12180.20
137485;v750091047warg-01;24579.84
137486;v750091044warg-01;9888.00
137491;v750091035warg-01;24128.00
137482;v750091023warg-01;28017.10
137479;v750091010warg-01;10143.30
137478;v750091001warg-01;9818.15
137477;v750090992warg-01;15028.10
137472;v750090984warg-01;6416.10
137470;v750090967warg-01;12048.20
137469;v750090960warg-01;29948.30
137468;v750090953warg-01;27128.10
137466;v750090942warg-01;33088.25
137463;v750090939warg-01;14780.16
137462;v750090917warg-01;14390.20
137460;v750090910warg-01;13138.44
137458;v750090895warg-01;16198.10
137459;v750090892warg-01;9818.15
137455;v750090884warg-01;3008.10
137456;v750090881warg-01;35377.38
137476;v750090878warg-01;10628.25
137454;v750090875warg-01;10936.25
137450;v750090866warg-01;9999.00
137451;v750090860warg-01;11919.20
137452;v750090857warg-01;11059.30
137447;v750090853warg-01;12187.20
137444;v750090850warg-01;20999.00
137441;v750090846warg-01;11919.20
137442;v750090843warg-01;7566.75
137437;v750090839warg-01;8399.20
137438;v750090835warg-01;5399.00
137439;v750090829warg-01;7564.15
137464;v750090826warg-01;10199.25
137435;v750090823warg-01;9689.15
137487;v750090820warg-01;42499.15
137436;v750090817warg-01;699.00
137433;v750090811warg-01;10199.25
137434;v750090808warg-01;45384.51
137430;v750090801warg-01;10321.15
137453;v750090798warg-01;31759.20
137431;v750090795warg-01;11919.20
137457;v750090767warg-01;13999.00
137424;v750090752warg-01;9999.00
137421;v750090743warg-01;3249.00
137420;v750090737warg-01;21277.00
137416;v750090710warg-01;15045.84
137417;v750090707warg-01;9689.15
137415;v750090704warg-01;12999.00
137413;v750090695warg-01;20999.00
137414;v750090692warg-01;3249.00
137412;v750090668warg-01;20300.25
137411;v750090656warg-01;39937.53
137408;v750090652warg-01;13198.00
137409;v750090649warg-01;32037.20
137410;v750090646warg-01;9999.00
137405;v750090637warg-01;9999.00
137406;v750090634warg-01;33131.25
137400;v750090631warg-01;13277.00
137402;v750090627warg-01;21641.00
137403;v750090624warg-01;8399.20
137398;v750090621warg-01;8399.20
137392;v750090602warg-01;11919.20
137390;v750090583warg-01;2999.00
137389;v750090580warg-01;9359.22
137388;v750090577warg-01;11919.20
137386;v750090574warg-01;10199.25
137387;v750090571warg-01;9689.15
137383;v750090556warg-01;7566.75
137385;v750090553warg-01;27689.35
137382;v750090550warg-01;7566.75
137376;v750090543warg-01;13960.32
137371;v750090526warg-01;7649.25
137369;v750090514warg-01;13975.56
137367;v750090508warg-01;3499.00
137368;v750090502warg-01;12779.28
137364;v750090483warg-01;29919.32
137374;v750090476warg-01;16197.00
137362;v750090470warg-01;9999.00
137360;v750090445warg-01;7566.75
137359;v750090436warg-01;3199.00
137357;v750090430warg-01;10321.15
137358;v750090427warg-01;7724.25
137354;v750090406warg-01;12999.00
137355;v750090400warg-01;11459.22
137351;v750090397warg-01;33915.39
137352;v750090394warg-01;12999.00
137345;v750090387warg-01;29919.32
137346;v750090378warg-01;7479.15
137340;v750090374warg-01;7566.75
137337;v750090368warg-01;9999.00
137331;v750090352warg-01;54798.30
137333;v750090343warg-01;9999.00
137327;v750090333warg-01;17499.30
137322;v750090328warg-01;7566.75
137324;v750090325warg-01;24154.92
137316;v750090320warg-01;12999.00
137318;v750090314warg-01;12551.20
137320;v750090308warg-01;43996.00
137321;v750090304warg-01;3199.00
137314;v750090294warg-01;10321.15
137311;v750090291warg-01;39608.55
137310;v750090288warg-01;13599.20
136335;v750090279warg-01;10199.25
134950;v750090267warg-01;27689.35
134948;v750090251warg-01;22666.50
137312;v750090244warg-01;19349.10
134939;v750090229warg-01;9689.15
134941;v750090225warg-01;32072.45
134934;v750090218warg-01;7564.15
134936;v750090212warg-01;20452.25
134931;v750090209warg-01;6588.60
134932;v750090206warg-01;12998.00
134933;v750090203warg-01;8399.20
137353;v750090200warg-01;53202.40
134921;v750090190warg-01;32037.20
134922;v750090187warg-01;15045.84
134923;v750090184warg-01;17999.00
134924;v750090181warg-01;9999.00
134925;v750090178warg-01;7566.75
134926;v750090175warg-01;7566.75
134927;v750090172warg-01;3249.00
134919;v750090160warg-01;20534.88
134920;v750090150warg-01;3199.00
134917;v750090146warg-01;9999.00
134943;v750090143warg-01;16799.30
134913;v750090140warg-01;7844.75
134915;v750090130warg-01;16799.30
134910;v750090124warg-01;5864.15
134905;v750090104warg-01;15738.72
134907;v750090099warg-01;21803.00
134903;v750090096warg-01;12999.00
134904;v750090093warg-01;3199.00
134894;v750090070warg-01;7880.15
134895;v750090060warg-01;12187.20
134892;v750090051warg-01;16330.92
134883;v750090048warg-01;9689.15
134884;v750090039warg-01;10199.25
134886;v750090035warg-01;12187.20
134888;v750090032warg-01;12999.00
134889;v750090028warg-01;7649.25
134877;v750090012warg-01;19921.55
134879;v750090002warg-01;11298.00
134874;v750089997warg-01;3199.00
134875;v750089985warg-01;8399.20
134872;v750089982warg-01;11609.10
134871;v750089966warg-01;10307.00
134866;v750089952warg-01;9999.00
134867;v750089943warg-01;5399.00
134868;v750089931warg-01;34843.38
134864;v750089925warg-01;12689.10
134862;v750089913warg-01;8399.20
134861;v750089898warg-01;6448.00
134859;v750089892warg-01;11919.20
134860;v750089871warg-01;8594.22
134839;v750089858warg-01;13692.78
134841;v750089840warg-01;3499.00
134843;v750089833warg-01;3199.00
134845;v750089827warg-01;12999.00
134847;v750089824warg-01;2903.79
134849;v750089821warg-01;9999.00
134851;v750089811warg-01;3499.00
134852;v750089794warg-01;3469.56
134855;v750089772warg-01;10493.24
134856;v750089769warg-01;9821.15
134857;v750089755warg-01;21499.00
134817;v750089747warg-01;13599.20
134908;v750089744warg-01;12999.00
134818;v750089732warg-01;8969.43
134909;v750089726warg-01;13999.00
134820;v750089723warg-01;9999.00
134823;v750089720warg-01;12999.00
134825;v750089717warg-01;71650.90
134826;v750089713warg-01;12999.00
