ID;null
137562;v800073054carg-01;8488.20
137564;v800073052carg-01;15568.28
137559;v800073042carg-01;10288.25
137556;v800073040carg-01;10600.28
137555;v800073034carg-01;10600.28
137553;v800073030carg-01;22588.25
137552;v800073028carg-01;11488.05
137551;v800073022carg-01;9064.47
137549;v800073014carg-01;15568.28
137547;v800073000carg-01;8488.20
137546;v800072998carg-01;12334.22
137544;v800072980carg-01;13037.52
137543;v800072978carg-01;13491.66
137541;v800072974carg-01;18088.25
137538;v800072968carg-01;38633.15
137539;v800072966carg-01;8488.20
137537;v800072964carg-01;9806.55
137534;v800072956carg-01;11053.15
137532;v800072936carg-01;3688.10
137530;v800072934carg-01;12008.20
137529;v800072932carg-01;10088.20
137528;v800072922carg-01;15568.28
137527;v800072902carg-01;19456.28
137523;v800072892carg-01;15568.28
137521;v800072886carg-01;13368.20
137519;v800072882carg-01;18338.27
137510;v800072866carg-01;31848.20
137508;v800072862carg-01;17688.20
137504;v800072858carg-01;10600.28
137502;v800072856carg-01;10600.28
137500;v800072854carg-01;12888.20
137499;v800072852carg-01;15608.28
137498;v800072848carg-01;10328.25
137497;v800072844carg-01;13688.20
137495;v800072836carg-01;9416.20
137496;v800072834carg-01;8488.20
137494;v800072832carg-01;11978.25
137493;v800072822carg-01;27077.50
137483;v800072814carg-01;1193.15
137481;v800072808carg-01;5640.75
137480;v800072804carg-01;10600.28
137475;v800072800carg-01;3854.30
137474;v800072796carg-01;10640.28
137473;v800072792carg-01;10600.28
137471;v800072790carg-01;13688.20
137467;v800072782carg-01;11263.25
137465;v800072778carg-01;11053.15
137461;v800072774carg-01;12027.93
137446;v800072762carg-01;8549.25
137448;v800072760carg-01;9183.90
137449;v800072758carg-01;10319.20
137445;v800072754carg-01;11532.42
137443;v800072750carg-01;11878.20
137440;v800072748carg-01;8399.20
137432;v800072744carg-01;10073.31
137429;v800072742carg-01;7919.10
137426;v800072736carg-01;9183.90
137427;v800072734carg-01;11899.30
137428;v800072729carg-01;4829.30
137425;v800072727carg-01;3374.25
137422;v800072725carg-01;29053.70
137423;v800072723carg-01;8399.20
137419;v800072717carg-01;1799.40
137418;v800072715carg-01;8549.25
137407;v800072701carg-01;11621.22
137404;v800072695carg-01;10073.31
137399;v800072693carg-01;11621.22
137401;v800072691carg-01;8744.25
137395;v800072687carg-01;2999.40
137396;v800072685carg-01;11899.30
137397;v800072683carg-01;8999.00
137393;v800072681carg-01;11621.22
137394;v800072675carg-01;36239.20
137391;v800072661carg-01;8299.00
137384;v800072657carg-01;11460.27
137380;v800072655carg-01;28599.35
137381;v800072653carg-01;8549.25
137375;v800072649carg-01;11621.22
137377;v800072645carg-01;2999.40
137378;v800072643carg-01;8299.00
137379;v800072641carg-01;14399.20
137373;v800072633carg-01;5391.12
137372;v800072631carg-01;8219.40
137370;v800072625carg-01;8219.40
137366;v800072619carg-01;6229.30
137363;v800072617carg-01;8299.00
137365;v800072611carg-01;2999.40
